1128|414|1477|safari|3
586|277|1477|safari|1
842|216|1477|safari|1
736|897|1477|safari|1
697|349|1477|safari|1
895|735|1477|safari|1
1103|604|1477|safari|1
178|346|1227|safari|1
377|440|1227|safari|1
52|556|1227|safari|1
116|304|1227|safari|1
712|127|1227|safari|3
792|179|1227|safari|1
817|1085|1227|safari|1
787|1630|1227|safari|1
308|643|1227|safari|1
770|929|1227|safari|1
487|925|1227|safari|1
796|891|1227|safari|1
843|742|1227|safari|1
910|1558|1227|safari|3
138|281|1227|safari|1
179|296|1227|safari|1
149|235|1227|safari|1
872|214|1227|safari|1
899|698|1227|safari|1
310|441|1227|safari|1
133|462|1227|safari|1
104|851|1227|safari|1
96|81|1227|safari|3
174|52|1227|safari|1
78|215|1227|safari|1
87|119|1227|safari|1
148|76|1227|safari|1
119|117|1227|safari|1
109|75|1227|safari|1
112|89|1227|safari|1
107|68|1227|safari|1
113|84|1227|safari|1
112|84|1227|safari|1
125|118|1227|safari|1
89|136|1227|safari|1
1124|140|1227|safari|1
