108|375|1592|firefox|1
98|418|1607|firefox|1
444|217|1607|firefox|1
499|335|1592|firefox|1
774|402|1592|firefox|1
508|332|1592|firefox|1
399|397|1592|firefox|1
478|411|1592|firefox|1
697|492|1592|firefox|1
690|502|1592|firefox|1
511|467|1592|firefox|1
536|421|1592|firefox|1
1215|93|1592|firefox|1
608|499|1592|firefox|1
443|558|1592|firefox|1
1390|139|1592|firefox|1
107|404|1159|safari|1
117|379|1159|safari|1
121|405|1174|safari|1
478|201|1159|safari|1
475|352|1159|safari|1
425|542|1159|safari|1
140|199|1159|safari|1
107|249|1159|safari|1
139|302|1159|safari|1
110|1594|1159|safari|1
116|902|1159|safari|1
74|131|1159|safari|1
