253|113|1263|firefox|1
106|312|1389|safari|1
161|315|1389|safari|1
111|612|1389|safari|1
178|361|1389|safari|1
200|375|1406|safari|1
116|392|1389|safari|1
137|457|1389|safari|1
386|254|1406|safari|1
394|289|1406|safari|1
449|303|1406|safari|1
93|202|1406|safari|1
111|274|1389|safari|1
106|287|1406|safari|1
116|317|1389|safari|1
213|781|1389|safari|1
855|498|1051|safari|1
142|353|1227|safari|1
141|371|1227|safari|1
116|393|1227|safari|1
116|415|1227|safari|1
99|286|1227|safari|1
107|316|1227|safari|1
