619|1281|1264|firefox|1
569|1159|1264|firefox|1
747|1282|1264|firefox|1
909|1310|1264|firefox|1
962|1212|1264|firefox|1
844|1008|1264|firefox|1
393|472|1264|firefox|1
381|499|1264|firefox|1
758|539|1264|firefox|1
574|617|1264|firefox|1
676|726|1264|firefox|1
358|739|1264|firefox|1
749|796|1264|firefox|1
382|795|1264|firefox|1
724|776|1264|firefox|1
142|182|1264|firefox|1
109|221|1264|firefox|1
117|269|1264|firefox|1
127|316|1264|firefox|1
213|71|1264|firefox|1
414|561|1264|firefox|1
164|445|1264|firefox|1
921|431|1264|firefox|1
349|785|1264|firefox|1
469|777|1264|firefox|1
719|796|1264|firefox|1
518|760|1264|firefox|1
424|767|1264|firefox|1
