151|255|1316|firefox|1
144|2193|1316|firefox|1
131|341|1316|firefox|1
92|214|1316|firefox|1
125|196|1316|firefox|1
108|324|1316|firefox|1
70|411|1316|firefox|1
66|136|1316|firefox|1
172|493|1182|safari|1
132|281|1182|safari|1
338|285|1197|safari|1
117|300|1197|safari|1
226|481|1182|safari|1
125|345|1182|safari|1
1052|102|1182|safari|1
76|377|1182|safari|1
760|130|1197|safari|1
677|518|1197|safari|1
966|171|1197|safari|1
125|239|1248|safari|1
119|325|1248|safari|1
106|951|1248|safari|1
125|2280|1248|safari|1
113|410|1263|safari|1
76|200|1248|safari|1
