98|1322|1068|safari|1
858|63|1348|safari|1
1150|160|1348|safari|1
339|172|1348|safari|1
133|234|1310|safari|1
104|195|1348|safari|1
104|341|1363|safari|1
80|411|1325|safari|1
202|259|1348|safari|1
387|617|1325|safari|1
382|610|1325|safari|1
392|620|1325|safari|1
389|613|1325|safari|1
381|604|1325|safari|1
410|613|1325|safari|1
388|607|1325|safari|1
409|611|1325|safari|1
166|560|1325|safari|1
519|623|1325|safari|1
99|198|1209|firefox|1
120|236|1209|firefox|1
150|304|1209|firefox|1
1090|1596|1209|firefox|1
1084|369|1209|firefox|1
1083|369|1209|firefox|1
132|261|1209|firefox|1
1130|1981|1209|firefox|1
131|1727|1209|firefox|1
129|191|1209|firefox|1
95|213|1209|firefox|1
400|712|1209|firefox|3
170|271|1209|firefox|1
169|278|1209|firefox|1
148|527|1209|firefox|1
664|546|1209|firefox|1
503|663|1213|safari|1
1108|374|1213|safari|1
455|176|1494|firefox|1
121|360|1494|firefox|1
442|95|1511|firefox|1
387|90|1511|firefox|1
472|375|1511|firefox|1
360|381|1511|firefox|1
59|549|1511|firefox|1
448|96|1511|firefox|1
