139|1128|1173|firefox|3
773|731|1173|firefox|3
78|136|1119|firefox|1
168|196|1119|firefox|1
156|240|1134|firefox|1
146|257|1134|firefox|1
140|283|1119|firefox|1
141|300|1134|firefox|1
131|343|1119|firefox|1
679|364|1119|firefox|1
114|319|1119|firefox|1
181|259|1091|firefox|1
100|410|1106|firefox|1
850|307|1106|firefox|3
82|129|1106|firefox|1
160|197|1091|firefox|1
81|134|1106|firefox|1
431|222|1091|firefox|1
337|176|1091|firefox|1
517|3|1091|firefox|1
1163|272|1244|firefox|3
189|842|1263|safari|3
149|817|1263|safari|1
537|594|1263|safari|3
122|327|1263|safari|1
160|73|1263|safari|1
747|1289|1263|safari|1
509|745|1263|safari|3
446|729|1263|safari|1
149|280|1263|safari|1
113|574|1263|firefox|1
67|1120|1263|firefox|1
85|957|1263|firefox|1
603|277|1280|firefox|1
120|349|1280|firefox|1
120|324|1263|firefox|1
120|299|1263|firefox|1
397|931|1263|firefox|1
102|216|1263|firefox|1
110|191|1263|firefox|1
161|197|1263|firefox|1
275|509|1263|firefox|1
451|303|1263|firefox|1
